State,Year,Teachers,Students
North Dakota,1988,7731,118809
Ohio,1988,101021,1778544
Oklahoma,1988,35116,580426
Oregon,1988,25147,461752
Pennsylvania,1988,104379,1659714
Rhode Island,1988,9216,133585
South Carolina,1988,35877,615774
South Dakota,1988,8260,126910
Tennessee,1988,42657,821580
Texas,1988,196616,3283707
Utah,1988,17602,431119
Vermont,1988,6852,93381
Virginia,1988,60883,982393
Washington,1988,38780,790918
West Virginia,1988,22177,335912
Wisconsin,1988,48541,774857
Wyoming,1988,6693,97793
Alabama,1989,39928,723743
Alaska,1989,6492,109280
Arizona,1989,32134,607615
Arkansas,1989,25585,434960
California,1989,212687,4771978
Colorado,1989,31954,562755
Connecticut,1989,34618,461560
Delaware,1989,5982,97808
District of Columbia,1989,6055,81301
Florida,1989,104127,1789925
Georgia,1989,61487,1126535
Hawaii,1989,8866,169493
Idaho,1989,10715,214932
Illinois,1989,106183,1797355
Indiana,1989,54370,954165
Iowa,1989,30423,478486
Kansas,1989,28727,430864
Kentucky,1989,35731,630688
Louisiana,1989,44608,783025
Maine,1989,15206,213775
Maryland,1989,41646,698806
Massachusetts,1989,59040,825588
Michigan,1989,80150,1576785
Minnesota,1989,43101,739553
Mississippi,1989,27591,502020
Missouri,1989,51362,807934
Montana,1989,9627,151265
Nebraska,1989,18464,270920
Nevada,1989,9175,186834
New Hampshire,1989,10572,171696
New Jersey,1989,79597,1076005
New Mexico,1989,16150,296057
New York,1989,174610,2565841
North Carolina,1989,63160,1080744
North Dakota,1989,7809,117816
Ohio,1989,101417,1764410
Oklahoma,1989,35631,578580
Oregon,1989,25630,472394
Pennsylvania,1989,105415,1655279
Rhode Island,1989,9369,135729
South Carolina,1989,36337,616177
South Dakota,1989,8191,127329
Tennessee,1989,42824,819660
Texas,1989,199397,3328514
Utah,1989,17611,438554
Vermont,1989,6852,94779
Virginia,1989,62138,985346
Washington,1989,40279,810232
West Virginia,1989,21653,327540
Wisconsin,1989,49329,782905
Wyoming,1989,6697,97172
Alabama,1990,36266,721806
Alaska,1990,6710,113903
Arizona,1990,32987,639853
Arkansas,1990,25984,436286
California,1990,217228,4950474
Colorado,1990,32342,574213
Connecticut,1990,34785,469123
Delaware,1990,5961,99658
District of Columbia,1990,5950,80694
Florida,1990,108088,1861592
Georgia,1990,63058,1151687
Hawaii,1990,9083,171708
Idaho,1990,11254,220840
Illinois,1990,108775,1821407
Indiana,1990,54806,954525
Iowa,1990,31045,483652
Kansas,1990,29140,437034
Kentucky,1990,36777,636401
Louisiana,1990,45401,784757
Maine,1990,15513,215149
Maryland,1990,42562,715176
Massachusetts,1990,54003,834314
Michigan,1990,80008,1584431
Minnesota,1990,43574,756374
Mississippi,1990,28062,502417
Missouri,1990,52359,816558
Montana,1990,9613,152974
Nebraska,1990,18764,274081
Nevada,1990,10373,201316
New Hampshire,1990,10637,172785
New Jersey,1990,79886,1089646
New Mexico,1990,16703,301881
New York,1990,176390,2598337
North Carolina,1990,64283,1086871
North Dakota,1990,7591,117825
Ohio,1990,103088,1771089
Oklahoma,1990,37221,579087
Oregon,1990,26174,472394
Pennsylvania,1990,100275,1667834
Rhode Island,1990,9522,138813
South Carolina,1990,36963,622112
South Dakota,1990,8511,129164
Tennessee,1990,43051,824595
Texas,1990,219298,3382887
Utah,1990,17884,446652
Vermont,1990,7257,95762
Virginia,1990,63638,998601
Washington,1990,41764,839709
West Virginia,1990,21476,322389
Wisconsin,1990,49302,797621
Wyoming,1990,6784,98226
Alabama,1991,40480,722004
Alaska,1991,7118,118680
Arizona,1991,33978,656980
Arkansas,1991,25785,438518
California,1991,224000,5107145
Colorado,1991,33093,593030
Connecticut,1991,34383,481050
Delaware,1991,6095,102196
District of Columbia,1991,6346,80618
Florida,1991,109939,1932131
Georgia,1991,63816,1177569
Hawaii,1991,9451,174747
Idaho,1991,11626,225680
Illinois,1991,110153,1848166
Indiana,1991,54509,956988
Iowa,1991,31395,491363
Kansas,1991,29324,445390
Kentucky,1991,37571,646024
Louisiana,1991,46170,794128
Maine,1991,15416,216400
Maryland,1991,43616,736238
Massachusetts,1991,55963,846155
Michigan,1991,82967,1593561
Minnesota,1991,44903,773571
Mississippi,1991,28111,504127
Missouri,1991,52643,842965
Montana,1991,9883,155779
Nebraska,1991,19069,279552
Nevada,1991,11409,211810
New Hampshire,1991,11464,177138
New Jersey,1991,80515,1109796
New Mexico,1991,17498,308667
New York,1991,171914,2643993
North Carolina,1991,65326,1097598
North Dakota,1991,7733,118376
Ohio,1991,103372,1783767
Oklahoma,1991,37650,588263
Oregon,1991,26745,498614
Pennsylvania,1991,100475,1692797
Rhode Island,1991,9709,142144
South Carolina,1991,37115,627470
South Dakota,1991,8868,131576
Tennessee,1991,43062,833651
Texas,1991,219192,3464371
Utah,1991,18305,456430
Vermont,1991,7031,97137
Virginia,1991,64537,1016204
Washington,1991,42931,869327
West Virginia,1991,20997,320249
Wisconsin,1991,52028,814671
Wyoming,1991,6564,102074
Alabama,1992,41961,731634
Alaska,1992,7282,122487
Arizona,1992,36076,673477
Arkansas,1992,26017,441490
California,1992,218566,5254844
Colorado,1992,33419,612635
Connecticut,1992,34193,488476
Delaware,1992,6252,104321
District of Columbia,1992,6064,80937
Florida,1992,107590,1981407
Georgia,1992,66942,1207186
Hawaii,1992,10083,177448
Idaho,1992,11827,231668
Illinois,1992,111461,1873567
Indiana,1992,54552,960630
Iowa,1992,31403,494839
Kansas,1992,29753,451536
Kentucky,1992,37868,655041
Louisiana,1992,46904,797985
Maine,1992,15375,216453
Maryland,1992,44495,751850
Massachusetts,1992,57225,859948
Michigan,1992,82301,1603610
Minnesota,1992,45050,793724
Mississippi,1992,27829,506668
Missouri,1992,52984,859357
Montana,1992,10135,160011
Nebraska,1992,19323,282414
Nevada,1992,11953,222974
New Hampshire,1992,11654,181247
New Jersey,1992,83057,1130560
New Mexico,1992,17912,315668
New York,1992,176375,2689686
North Carolina,1992,66630,1114083
North Dakota,1992,7794,118734
Ohio,1992,106233,1795199
Oklahoma,1992,38433,597096
Oregon,1992,26634,510122
Pennsylvania,1992,100912,1717613
Rhode Island,1992,10069,143798
South Carolina,1992,37295,640464
South Dakota,1992,8767,134573
Tennessee,1992,43566,855231
Texas,1992,219385,3541769
Utah,1992,19191,463870
Vermont,1992,7521,98558
Virginia,1992,68181,1031925
Washington,1992,44295,896475
West Virginia,1992,20961,318296
Wisconsin,1992,53387,829415
Wyoming,1992,5821,100313
Alabama,1993,43003,734288
Alaska,1993,7193,125948
Arizona,1993,37493,709453
Arkansas,1993,26014,444271
California,1993,221787,5327231
Colorado,1993,33661,625062
Connecticut,1993,34526,496298
Delaware,1993,6380,105547
District of Columbia,1993,6056,80678
Florida,1993,110653,2040763
Georgia,1993,74172,1235304
Hawaii,1993,10111,180410
Idaho,1993,12007,236774
Illinois,1993,110874,1893078
Indiana,1993,55107,965633
Iowa,1993,31616,498519
Kansas,1993,30283,457614
Kentucky,1993,37324,655265
Louisiana,1993,46913,800560
Maine,1993,15344,216995
Maryland,1993,44171,772638
Massachusetts,1993,58766,877726
Michigan,1993,80267,1599377
Minnesota,1993,46956,810233
Mississippi,1993,28376,505907
Missouri,1993,54860,866378
Montana,1993,9950,163009
Nebraska,1993,19616,285097
Nevada,1993,12579,235800
New Hampshire,1993,11972,185360
New Jersey,1993,84564,1151307
New Mexico,1993,18404,322292
New York,1993,179413,2733813
North Carolina,1993,69421,1133231
North Dakota,1993,7755,119127
Ohio,1993,107444,1807319
Oklahoma,1993,39031,604076
Oregon,1993,26488,516611
Pennsylvania,1993,101301,1744082
Rhode Island,1993,9823,145676
South Carolina,1993,38620,643696
South Dakota,1993,9557,142825
Tennessee,1993,46066,866557
Texas,1993,224830,3608262
Utah,1993,19053,471365
Vermont,1993,7330,102755
Virginia,1993,70859,1045471
Washington,1993,45524,915952
West Virginia,1993,21029,314383
Wisconsin,1993,52822,844001
Wyoming,1993,6537,100899
Alabama,1994,42791,736531
Alaska,1994,7205,127057
Arizona,1994,38132,737424
Arkansas,1994,26181,447565
California,1994,225016,5407475
Colorado,1994,34894,640521
Connecticut,1994,35316,506824
Delaware,1994,6416,106813
District of Columbia,1994,6110,80450
Florida,1994,110674,2111188
Georgia,1994,77914,1270948
Hawaii,1994,10240,183795
Idaho,1994,12582,240448
Illinois,1994,110830,1916172
Indiana,1994,55496,969022
Iowa,1994,31726,500440
Kansas,1994,30579,460838
Kentucky,1994,38784,657642
Louisiana,1994,47599,797933
Maine,1994,15404,212601
Maryland,1994,46565,790938
Massachusetts,1994,60489,893727
Michigan,1994,80522,1614784
Minnesota,1994,46958,821693
Mississippi,1994,28866,505962
Missouri,1994,56606,878541
Montana,1994,10079,164341
Nebraska,1994,19774,287100
Nevada,1994,13414,250747
New Hampshire,1994,12109,189319
New Jersey,1994,85258,1174206
New Mexico,1994,19025,327248
New York,1994,182273,2766208
North Carolina,1994,71592,1156767
North Dakota,1994,7796,119288
Ohio,1994,109085,1814290
Oklahoma,1994,39406,609718
Oregon,1994,26208,521945
Pennsylvania,1994,102988,1764946
Rhode Island,1994,10066,147487
South Carolina,1994,39437,648725
South Dakota,1994,9985,143482
Tennessee,1994,47406,881425
Texas,1994,234213,3677171
Utah,1994,19524,474675
Vermont,1994,7566,104533
Virginia,1994,72505,1060809
Washington,1994,46439,938314
West Virginia,1994,21024,310511
Wisconsin,1994,54054,860581
Wyoming,1994,6754,100314
Alabama,1995,44056,746149
Alaska,1995,7379,127618
Arizona,1995,38017,743566
Arkansas,1995,26449,453257
California,1995,230849,5536406
Colorado,1995,35388,656279
Connecticut,1995,36070,517935
Delaware,1995,6463,108461
District of Columbia,1995,5305,79802
Florida,1995,114938,2176222
Georgia,1995,79480,1311126
Hawaii,1995,10500,187180
Idaho,1995,12784,243097
Illinois,1995,113538,1943623
Indiana,1995,55821,977263
Iowa,1995,32318,502343
Kansas,1995,30729,463008
Kentucky,1995,39120,659821
Louisiana,1995,46980,797366
Maine,1995,15392,213569
Maryland,1995,47819,805544
Massachusetts,1995,62710,915007
Michigan,1995,83179,1641456
Minnesota,1995,46971,835166
Mississippi,1995,28997,506272
Missouri,1995,57951,889881
Montana,1995,10076,165547
Nebraska,1995,20028,289744
Nevada,1995,13878,265041
New Hampshire,1995,12346,194171
New Jersey,1995,86706,1197381
New Mexico,1995,19398,329640
New York,1995,181559,2813230
North Carolina,1995,73201,1183090
North Dakota,1995,7501,119100
Ohio,1995,107347,1836015
Oklahoma,1995,39364,616393
Oregon,1995,26680,527914
Pennsylvania,1995,104921,1787533
Rhode Island,1995,10482,149799
South Carolina,1995,39922,645586
South Dakota,1995,9641,144685
Tennessee,1995,53403,893770
Texas,1995,240371,3748167
Utah,1995,20039,477121
Vermont,1995,7676,105565
Virginia,1995,74731,1079854
Washington,1995,46907,956572
West Virginia,1995,21073,307112
Wisconsin,1995,55033,870175
Wyoming,1995,6734,99859
Alabama,1996,45035,737386
Alaska,1996,7418,129919
Arizona,1996,40521,790103
Arkansas,1996,26681,456721
California,1996,248818,5513045
Colorado,1996,36398,672437
Connecticut,1996,36551,523912
Delaware,1996,6642,110549
District of Columbia,1996,5288,75067
Florida,1996,120471,2245231
Georgia,1996,81795,1346761
Hawaii,1996,10576,187559
Idaho,1996,13078,245377
Illinois,1996,116274,1968946
Indiana,1996,56708,978232
Iowa,1996,32593,491649
Kansas,1996,30875,458291
Kentucky,1996,39331,618461
Louisiana,1996,47334,794364
Maine,1996,15551,209292
Maryland,1996,47943,805345
Massachusetts,1996,64574,930003
Michigan,1996,88051,1597917
Minnesota,1996,48245,830471
Mississippi,1996,29293,489748
Missouri,1996,59428,890615
Montana,1996,10268,164111
Nebraska,1996,20174,291967
Nevada,1996,14805,281509
New Hampshire,1996,12692,203963
New Jersey,1996,87642,1140777
New Mexico,1996,19971,323511
New York,1996,185104,2689155
North Carolina,1996,75239,1209960
North Dakota,1996,7892,120123
Ohio,1996,108515,1838806
Oklahoma,1996,39568,618452
Oregon,1996,26757,536263
Pennsylvania,1996,106432,1776051
Rhode Island,1996,10656,148097
South Carolina,1996,41463,644411
South Dakota,1996,9625,143331
Tennessee,1996,54790,871742
Texas,1996,247650,3828975
Utah,1996,19734,469256
Vermont,1996,7751,104659
Virginia,1996,74526,1066961
Washington,1996,48307,974504
West Virginia,1996,20888,302929
Wisconsin,1996,54769,879259
Wyoming,1996,6729,99043
Alabama,1997,45967,739321
Alaska,1997,7625,132123
Arizona,1997,41129,808089
Arkansas,1997,26931,456289
California,1997,268535,5634519
Colorado,1997,37840,686152
Connecticut,1997,37658,533467
Delaware,1997,6850,111960
District of Columbia,1997,4388,73504
Florida,1997,124473,2295671
Georgia,1997,86244,1375980
Hawaii,1997,10653,189780
Idaho,1997,13207,244510
Illinois,1997,118734,1990513
Indiana,1997,57371,978232
Iowa,1997,32700,488307
Kansas,1997,31527,461073
Kentucky,1997,40488,653628
Louisiana,1997,48599,758374
Maine,1997,15700,208251
Maryland,1997,48318,817013
Massachusetts,1997,67170,944192
Michigan,1997,90529,1591107
Minnesota,1997,51998,852685
Mississippi,1997,29441,490565
Missouri,1997,60889,900138
Montana,1997,10228,161993
Nebraska,1997,20065,292681
Nevada,1997,16053,295972
New Hampshire,1997,12931,200149
New Jersey,1997,89671,1154565
New Mexico,1997,19647,331673
New York,1997,190874,2706540
North Carolina,1997,77785,1234144
North Dakota,1997,8070,118572
Ohio,1997,110761,1842398
Oklahoma,1997,40215,620329
Oregon,1997,26935,539118
Pennsylvania,1997,108014,1785557
Rhode Island,1997,10598,149950
South Carolina,1997,42336,650570
South Dakota,1997,9282,141708
Tennessee,1997,54142,849303
Texas,1997,254557,3891877
Utah,1997,21115,469890
Vermont,1997,7909,104529
Virginia,1997,77575,1080130
Washington,1997,49074,991235
West Virginia,1997,20947,300538
Wisconsin,1997,55732,881780
Wyoming,1997,6677,96778
Alabama,1998,47766,737639
Alaska,1998,8118,135374
Arizona,1998,42352,840203
Arkansas,1998,27953,450545
California,1998,281784,5752817
Colorado,1998,39434,697888
Connecticut,1998,38772,544698
Delaware,1998,7074,113312
District of Columbia,1998,5187,68206
Florida,1998,126796,2337757
Georgia,1998,88658,1401291
Hawaii,1998,10639,187969
Idaho,1998,13426,244722
Illinois,1998,121758,2007737
Indiana,1998,58084,984124
Iowa,1998,32822,488465
Kansas,1998,32003,459997
Kentucky,1998,40803,491667
Louisiana,1998,49124,751508
Maine,1998,15890,205601
Maryland,1998,49840,834506
Massachusetts,1998,69752,963390
Michigan,1998,93220,1603658
Minnesota,1998,54449,856410
Mississippi,1998,31140,487274
Missouri,1998,62449,902950
Montana,1998,10221,159620
Nebraska,1998,20310,291140
Nevada,1998,16415,310538
New Hampshire,1998,13290,204044
New Jersey,1998,92264,1165244
New Mexico,1998,19981,328715
New York,1998,197253,2720703
North Carolina,1998,79531,1254739
North Dakota,1998,7974,114927
Ohio,1998,113984,1844617
Oklahoma,1998,40876,625322
Oregon,1998,27152,540041
Pennsylvania,1998,111065,1786550
Rhode Island,1998,11124,151195
South Carolina,1998,43689,655650
South Dakota,1998,9273,132277
Tennessee,1998,59258,877993
Texas,1998,259739,3945367
Utah,1998,21501,467742
Vermont,1998,8221,104779
Virginia,1998,79323,1091455
Washington,1998,49671,999616
West Virginia,1998,20989,296674
Wisconsin,1998,61176,879542
Wyoming,1998,6713,94988
Alabama,1999,48624,730184
Alaska,1999,7838,134391
Arizona,1999,43892,849259
Arkansas,1999,31362,450085
California,1999,287433,5870624
Colorado,1999,40772,706848
Connecticut,1999,39907,554261
Delaware,1999,7318,113996
District of Columbia,1999,4812,73171
Florida,1999,130336,2381594
Georgia,1999,90638,1422941
Hawaii,1999,10866,185761
Idaho,1999,13641,245331
Illinois,1999,124815,2023866
Indiana,1999,58864,983914
Iowa,1999,33480,487087
Kansas,1999,32969,458143
Kentucky,1999,41954,490639
Louisiana,1999,50031,745071
Maine,1999,16349,208895
Maryland,1999,50995,840516
Massachusetts,1999,77596,967336
Michigan,1999,96094,1606825
Minnesota,1999,56010,855034
Mississippi,1999,30722,485322
Missouri,1999,63890,905090
Montana,1999,10353,157204
Nebraska,1999,20766,288261
Nevada,1999,17380,324900
New Hampshire,1999,14037,206154
New Jersey,1999,95883,1195618
New Mexico,1999,19797,324489
New York,1999,202078,2735181
North Carolina,1999,81914,1275893
North Dakota,1999,8150,112751
Ohio,1999,116200,1843224
Oklahoma,1999,41498,623895
Oregon,1999,27803,542085
Pennsylvania,1999,114525,1787992
Rhode Island,1999,11041,152989
South Carolina,1999,45468,666780
South Dakota,1999,9384,130877
Tennessee,1999,60702,892861
Texas,1999,267935,3991783
Utah,1999,21832,467098
Vermont,1999,8474,104189
Virginia,1999,85037,1110427
Washington,1999,50368,1003714
West Virginia,1999,21082,291198
Wisconsin,1999,60778,877757
Wyoming,1999,6940,92254
Alabama,2000,48194,729156
Alaska,2000,7880,133356
Arizona,2000,44438,874943
Arkansas,2000,31947,448544
California,2000,298021,5972363
Colorado,2000,41983,724508
Connecticut,2000,41044,562179
Delaware,2000,7469,114771
District of Columbia,2000,4949,64757
Florida,2000,132030,2436159
Georgia,2000,91043,1444937
Hawaii,2000,10927,184281
Idaho,2000,13714,245117
Illinois,2000,127620,2044606
Indiana,2000,59226,985152
Iowa,2000,34636,482724
Kansas,2000,32742,456007
Kentucky,2000,39589,488653
Louisiana,2000,49915,736282
Maine,2000,16559,207154
Maryland,2000,52433,847044
Massachusetts,2000,67432,979733
Michigan,2000,97031,1608275
Minnesota,2000,53457,854284
Mississippi,2000,31006,482996
Missouri,2000,64735,903542
Montana,2000,10411,154585
Nebraska,2000,20983,286199
Nevada,2000,18293,339985
New Hampshire,2000,14341,207620
New Jersey,2000,99061,1245009
New Mexico,2000,21042,320303
New York,2000,206961,2734234
North Carolina,2000,83680,1293592
North Dakota,2000,8141,109201
Ohio,2000,118361,1824056
Oklahoma,2000,41318,619722
Oregon,2000,28094,544108
Pennsylvania,2000,116963,1801860
Rhode Island,2000,10645,153897
South Carolina,2000,45380,679724
South Dakota,2000,9396,128445
Tennessee,2000,57164,881402
Texas,2000,274826,4059619
Utah,2000,22008,466405
Vermont,2000,8414,101944
Virginia,2000,86977,1140481
Washington,2000,51098,1004843
West Virginia,2000,20930,285929
Wisconsin,2000,60165,879476
Wyoming,2000,6783,89915
Alabama,2001,46785,726991
Alaska,2001,8026,134358
Arizona,2001,46015,913869
Arkansas,2001,33079,448259
California,2001,304203,6074303
Colorado,2001,44182,742145
Connecticut,2001,41773,570228
Delaware,2001,7571,115563
District of Columbia,2001,4951,71073
Florida,2001,134684,2504916
Georgia,2001,92732,1470634
Hawaii,2001,11007,184432
Idaho,2001,13854,246521
Illinois,2001,129600,2066775
Indiana,2001,59658,992266
Iowa,2001,34906,481123
Kansas,2001,33084,455831
Kentucky,2001,40375,648701
Louisiana,2001,49980,728267
Maine,2001,16741,205289
Maryland,2001,53774,854937
Massachusetts,2001,68942,973467
Michigan,2001,98849,1694815
Minnesota,2001,53081,851384
Mississippi,2001,31213,479311
Missouri,2001,65240,908679
Montana,2001,10408,151692
Nebraska,2001,21083,285095
Nevada,2001,19276,356141
New Hampshire,2001,14677,206144
New Jersey,2001,103611,1263047
New Mexico,2001,21823,320260
New York,2001,209128,2738850
North Carolina,2001,85684,1315363
North Dakota,2001,8035,106047
Ohio,2001,122115,1816350
Oklahoma,2001,41632,618636
Oregon,2001,28262,549121
Pennsylvania,2001,118470,1814804
Rhode Island,2001,11103,158046
South Carolina,2001,46616,674165
South Dakota,2001,9370,127239
Tennessee,2001,58357,881681
Texas,2001,282846,4163447
Utah,2001,22211,469353
Vermont,2001,8554,101086
Virginia,2001,89314,1160828
Washington,2001,52534,1009200
West Virginia,2001,20139,282378
Wisconsin,2001,63310,879361
Wyoming,2001,6663,87897
Alabama,2002,47115,739366
Alaska,2002,8080,134364
Arizona,2002,47101,937755
Arkansas,2002,30330,450985
California,2002,307764,6353667
Colorado,2002,45401,751862
Connecticut,2002,42296,570023
Delaware,2002,7698,116342
District of Columbia,2002,5005,76166
Florida,2002,138226,2539929
Georgia,2002,96044,1496012
Hawaii,2002,10973,183829
Idaho,2002,13896,248604
Illinois,2002,131046,2084187
Indiana,2002,59968,1003875
Iowa,2002,34573,482210
Kansas,2002,32643,470957
Kentucky,2002,40662,660782
Louisiana,2002,50062,730464
Maine,2002,16837,204337
Maryland,2002,55382,866743
Massachusetts,2002,74214,982989
Michigan,2002,89595,1785160
Minnesota,2002,52808,846891
Mississippi,2002,31598,492645
Missouri,2002,66717,906499
Montana,2002,10362,149995
Nebraska,2002,21043,285402
Nevada,2002,20038,369498
New Hampshire,2002,14977,207671
New Jersey,2002,107004,1367438
New Mexico,2002,21172,320234
New York,2002,210926,2888233
North Carolina,2002,87677,1335954
North Dakota,2002,8078,104225
Ohio,2002,125372,1838285
Oklahoma,2002,40638,624548
Oregon,2002,27126,554071
Pennsylvania,2002,118256,1816747
Rhode Island,2002,11196,159205
South Carolina,2002,46529,694389
South Dakota,2002,9257,130048
Tennessee,2002,58652,927608
Texas,2002,288655,4259823
Utah,2002,22415,489262
Vermont,2002,8542,99978
Virginia,2002,99919,1177229
Washington,2002,52953,1014798
West Virginia,2002,20119,282455
Wisconsin,2002,60385,881231
Wyoming,2002,6799,88116
Alabama,2003,58070,731220
Alaska,2003,7808,133933
Arizona,2003,47507,1012068
Arkansas,2003,30876,454523
California,2003,304311,6413867
Colorado,2003,44904,757693
Connecticut,2003,42370,577203
Delaware,2003,7749,117668
District of Columbia,2003,5676,78057
Florida,2003,144955,2587628
Georgia,2003,97150,1522611
Hawaii,2003,11129,183609
Idaho,2003,14049,252120
Illinois,2003,127669,2100961
Indiana,2003,59924,1011130
Iowa,2003,34791,481226
Kansas,2003,32589,470490
Kentucky,2003,41246,663369
Louisiana,2003,50495,727709
Maine,2003,17621,202084
Maryland,2003,55198,869113
Massachusetts,2003,72062,980459
Michigan,2003,97014,1757604
Minnesota,2003,51611,842854
Mississippi,2003,32591,493540
Missouri,2003,65169,905941
Montana,2003,10301,148356
Nebraska,2003,20921,285542
Nevada,2003,20234,385401
New Hampshire,2003,15112,207417
New Jersey,2003,109077,1380753
New Mexico,2003,21569,323066
New York,2003,216116,2864775
North Carolina,2003,89988,1360209
North Dakota,2003,8037,102233
Ohio,2003,121735,1845428
Oklahoma,2003,39253,626160
Oregon,2003,26732,551273
Pennsylvania,2003,119889,1821146
Rhode Island,2003,11918,159375
South Carolina,2003,45830,699198
South Dakota,2003,9245,125537
Tennessee,2003,59584,936682
Texas,2003,289481,4331751
Utah,2003,22147,495981
Vermont,2003,8749,99103
Virginia,2003,90573,1192092
Washington,2003,52824,1021349
West Virginia,2003,20020,281215
Wisconsin,2003,58216,880031
Wyoming,2003,6567,87462
Alabama,2004,51594,730140
Alaska,2004,7756,132970
Arizona,2004,48935,1043298
Arkansas,2004,31234,463115
California,2004,305969,6441557
Colorado,2004,45165,765976
Connecticut,2004,38808,577390
Delaware,2004,7856,119091
District of Columbia,2004,5387,76714
Florida,2004,154864,2639336
Georgia,2004,104987,1553437
Hawaii,2004,11146,183185
Idaho,2004,14269,256084
Illinois,2004,131047,2097503
Indiana,2004,60563,1021348
Iowa,2004,34697,478319
Kansas,2004,32932,469136
Kentucky,2004,41463,674796
Louisiana,2004,49192,724281
Maine,2004,16656,198820
Maryland,2004,55101,865561
Massachusetts,2004,73399,975574
Michigan,2004,100638,1751290
Minnesota,2004,52152,838503
Mississippi,2004,31321,495376
Missouri,2004,65847,905449
Montana,2004,10224,146705
Nebraska,2004,21236,285761
Nevada,2004,20950,400083
New Hampshire,2004,15298,206852
New Jersey,2004,114875,1393347
New Mexico,2004,21730,326102
New York,2004,218612,2836337
North Carolina,2004,92550,1385754
North Dakota,2004,8070,100513
Ohio,2004,118060,1840032
Oklahoma,2004,40416,629476
Oregon,2004,27431,552505
Pennsylvania,2004,121167,1828089
Rhode Island,2004,11781,156498
South Carolina,2004,46914,703736
South Dakota,2004,9064,122798
Tennessee,2004,60022,941091
Texas,2004,294547,4405215
Utah,2004,22287,503607
Vermont,2004,8720,98352
Virginia,2004,93732,1204739
Washington,2004,53125,1020005
West Virginia,2004,19958,280129
Wisconsin,2004,60521,864757
Wyoming,2004,6657,84733
Alabama,2005,57757,741761
Alaska,2005,7912,133288
Arizona,2005,51376,1094454
Arkansas,2005,32997,474206
California,2005,309222,6437202
Colorado,2005,45841,779826
Connecticut,2005,39687,575059
Delaware,2005,7998,120937
District of Columbia,2005,5481,76876
Florida,2005,158962,2675024
Georgia,2005,108535,1598461
Hawaii,2005,11226,182818
Idaho,2005,14521,261982
Illinois,2005,133857,2111706
Indiana,2005,60592,1035074
Iowa,2005,35181,483482
Kansas,2005,33608,467525
Kentucky,2005,42413,679878
Louisiana,2005,44660,654526
Maine,2005,16684,195498
Maryland,2005,56685,860020
Massachusetts,2005,73596,971909
Michigan,2005,98069,1742282
Minnesota,2005,51107,839243
Mississippi,2005,31433,494954
Missouri,2005,67076,917705
Montana,2005,10369,145416
Nebraska,2005,21359,286646
Nevada,2005,21744,412395
New Hampshire,2005,15536,205767
New Jersey,2005,112673,1395602
New Mexico,2005,22021,326758
New York,2005,218989,2815581
North Carolina,2005,95664,1416436
North Dakota,2005,8003,98283
Ohio,2005,117982,1839683
Oklahoma,2005,41833,634739
Oregon,2005,28346,552194
Pennsylvania,2005,122397,1830684
Rhode Island,2005,14180,153422
South Carolina,2005,48212,701544
South Dakota,2005,9129,122012
Tennessee,2005,59596,953928
Texas,2005,302425,4525394
Utah,2005,22993,508430
Vermont,2005,8851,96638
Virginia,2005,103944,1213616
Washington,2005,53508,1031985
West Virginia,2005,19940,280866
Wisconsin,2005,60127,875174
Wyoming,2005,6706,84409
Alabama,2006,56134,743632
Alaska,2006,7903,132608
Arizona,2006,52625,1068249
Arkansas,2006,35089,476409
California,2006,307366,6406750
Colorado,2006,46973,794026
Connecticut,2006,39115,575100
Delaware,2006,8038,122254
District of Columbia,2006,5383,72850
Florida,2006,162851,2671513
Georgia,2006,113597,1629157
Hawaii,2006,11271,180728
Idaho,2006,14770,267380
Illinois,2006,140988,2118276
Indiana,2006,61346,1045940
Iowa,2006,35653,483122
Kansas,2006,35297,469506
Kentucky,2006,43371,683152
Louisiana,2006,45951,675851
Maine,2006,16826,193986
Maryland,2006,58443,851640
Massachusetts,2006,73157,968661
Michigan,2006,98037,1722656
Minnesota,2006,51880,840565
Mississippi,2006,32351,495026
Missouri,2006,67521,920353
Montana,2006,10398,144418
Nebraska,2006,21459,287580
Nevada,2006,22908,424766
New Hampshire,2006,15515,203572
New Jersey,2006,112301,1388850
New Mexico,2006,22016,328220
New York,2006,218879,2809649
North Carolina,2006,112304,1444481
North Dakota,2006,8007,96670
Ohio,2006,110459,1836722
Oklahoma,2006,42206,639391
Oregon,2006,29940,562574
Pennsylvania,2006,123114,1871060
Rhode Island,2006,11381,151612
South Carolina,2006,49284,708021
South Dakota,2006,9070,121158
Tennessee,2006,62176,978368
Texas,2006,311649,4599509
Utah,2006,23640,523386
Vermont,2006,8859,95399
Virginia,2006,79688,1220440
Washington,2006,53743,1026774
West Virginia,2006,19633,281939
Wisconsin,2006,59089,876700
Wyoming,2006,6737,85193
Alabama,2007,50420,744865
Alaska,2007,7613,131029
Arizona,2007,54032,1087447
Arkansas,2007,33882,479016
California,2007,305371,6343471
Colorado,2007,47761,801867
Connecticut,2007,39304,570626
Delaware,2007,8198,122574
District of Columbia,2007,6347,78422
Florida,2007,190615,2666811
Georgia,2007,116857,1649589
Hawaii,2007,11397,179897
Idaho,2007,15013,272119
Illinois,2007,136445,2112805
Indiana,2007,62334,1046766
Iowa,2007,36089,485115
Kansas,2007,35359,468295
Kentucky,2007,43536,666225
