State,Year,Population,Expenditures for K12 (Inflation Adjusted: 2012 dollars),Students,Students per Capita,Students per Capita Index (US average = 1.0),Expenditures per Student (Inflation adjusted to 2012 dollars),"Expenditures per student, 13 year cumulative (infl adj)",Teachers,Expenditures per Teacher (adjusted for Inflation: 2012 dollars),Teacher Salary (inflation adjusted: 2012 dollars),Teacher Salaries as Percent of Current Expense of Education,Teacher Salary Index,Students Per Teacher,Income per Capita (2013 inflation),Effort: Education Spending vs State Income,Effort Per Student (Index: 1970 effort = 100),Teachers per student,"Teachers per Student, 13-year cumulative",High School Graduation Rate (from 1992 onward),NAEP Math Grade 4,NAEP Math Grade 8,NAEP Reading Grade 4,NAEP Reading Grade 8,"NAEP average of percent proficient, grades 4 and 8 Math and Reading","POVERTY: Children between 6-17 years-old, Number","POVERTY: Children between 6-17 years-old, Percent",Teacher count (BLS data),BLS teacher count vs. NCES
Minnesota,1982,4131386,4993400121,715190,0.209,1.02,6982,88841,39775,125541,52936,0.42,1.11,18,28907,4.18,1.25,0.056,0.683,-,-,-,-,-,#DIV/0!,78238,0.11,-,-
Mississippi,1982,2556929,2092473623,468294,0.224,1.09,4468,54688,25176,83114,33137,0.4,0.69,18.6,20138,4.13,1.15,0.054,0.63,-,-,-,-,-,#DIV/0!,148067,0.29,-,-
Missouri,1982,4929674,4263335255,802535,0.194,0.94,5312,65492,46047,92587,40544,0.44,0.85,17.4,26927,3.24,1.04,0.057,0.666,-,-,-,-,-,#DIV/0!,120311,0.15,-,-
Montana,1982,803997,1098290992,152335,0.234,1.13,7210,82192,9517,115403,45591,0.4,0.95,16,25902,5.34,1.43,0.062,0.717,-,-,-,-,-,#DIV/0!,23601,0.15,-,-
Nebraska,1982,1581731,1826472120,269009,0.205,0.99,6790,78196,17381,105084,40292,0.38,0.84,15.5,28136,4.22,1.29,0.065,0.745,-,-,-,-,-,#DIV/0!,55223,0.18,-,-
Nevada,1982,881519,877552110,151104,0.207,1,5808,71104,7222,121511,51071,0.42,1.07,20.9,31880,3.16,0.96,0.048,0.564,-,-,-,-,-,#DIV/0!,24346,0.15,-,-
New Hampshire,1982,947706,967868049,160197,0.203,0.99,6042,68675,9758,99187,38295,0.39,0.8,16.4,29468,3.54,1.09,0.061,0.686,-,-,-,-,-,#DIV/0!,17850,0.1,-,-
New Jersey,1982,7430849,10443458570,1172520,0.187,0.91,8907,103848,74303,140552,49835,0.35,1.04,15.8,34061,4.17,1.39,0.063,0.735,-,-,-,-,-,#DIV/0!,183745,0.14,-,-
New Mexico,1982,1363875,1716772694,268632,0.245,1.19,6391,69230,14323,119861,47160,0.39,0.98,18.8,24510,5.28,1.35,0.053,0.618,-,-,-,-,-,#DIV/0!,63453,0.25,-,-
New York,1982,17589909,26428811989,2718678,0.183,0.89,9721,119198,157250,168069,57851,0.34,1.21,17.3,32040,4.69,1.6,0.058,0.695,-,-,-,-,-,#DIV/0!,632426,0.2,-,-
North Carolina,1982,6018988,5307964996,1096815,0.223,1.08,4839,61957,55261,96053,40693,0.42,0.85,19.8,23665,3.77,1.06,0.05,0.595,-,-,-,-,-,#DIV/0!,268508,0.24,-,-
North Dakota,1982,668992,766928858,117078,0.212,1.03,6551,73816,7071,108461,43435,0.4,0.91,16.6,27018,4.33,1.28,0.06,0.751,-,-,-,-,-,#DIV/0!,18487,0.16,-,-
Ohio,1982,10757227,11067798382,1860245,0.209,1.02,5950,70543,94126,117585,46290,0.39,0.97,19.8,27307,3.73,1.12,0.051,0.609,-,-,-,-,-,#DIV/0!,342850,0.17,-,-
Oklahoma,1982,3206215,3753287532,593825,0.227,1.1,6321,66538,34960,107359,42278,0.39,0.88,17,28606,4.12,1.13,0.059,0.669,-,-,-,-,-,#DIV/0!,72980,0.14,-,-
Oregon,1982,2664863,3409956570,448184,0.202,0.98,7608,91498,24074,141645,50321,0.36,1.05,18.6,26906,4.78,1.48,0.054,0.642,-,-,-,-,-,#DIV/0!,74724,0.15,-,-
Pennsylvania,1982,11845375,13248545424,1783969,0.177,0.86,7426,88919,103855,127568,49007,0.38,1.02,17.2,28564,3.91,1.38,0.058,0.681,-,-,-,-,-,#DIV/0!,340869,0.17,-,-
Rhode Island,1982,954189,1092379954,139959,0.172,0.83,7805,87144,8854,123377,53628,0.43,1.12,15.8,28255,4.12,1.5,0.063,0.714,-,-,-,-,-,#DIV/0!,22094,0.13,-,-
South Carolina,1982,3207753,2787341713,608518,0.234,1.14,4581,58431,32244,86445,38235,0.44,0.8,18.9,22352,3.98,1.06,0.053,0.614,-,-,-,-,-,#DIV/0!,166310,0.23,-,-
South Dakota,1982,690586,702737444,123897,0.219,1.06,5672,67778,7974,88129,36088,0.41,0.75,15.5,24585,4.25,1.22,0.064,0.732,-,-,-,-,-,#DIV/0!,34491,0.26,-,-
Tennessee,1982,4646083,3796139547,828264,0.217,1.05,4583,57281,39660,95717,40218,0.42,0.84,20.9,23357,3.5,1.01,0.048,0.584,-,-,-,-,-,#DIV/0!,230162,0.27,-,-
Texas,1982,15331940,17904306694,2985659,0.242,1.17,5997,64542,167835,106678,45240,0.42,0.94,17.8,29022,4.06,1.05,0.056,0.658,-,-,-,-,-,#DIV/0!,572928,0.2,-,-
Utah,1982,1558291,1689257620,370183,0.312,1.51,4563,59730,14616,115576,45955,0.4,0.96,25.3,23106,4.53,0.91,0.039,0.526,-,-,-,-,-,#DIV/0!,46797,0.15,-,-
Vermont,1982,519097,643622257,91454,0.214,1.04,7038,79499,6189,103995,37652,0.36,0.79,14.8,25327,4.99,1.46,0.068,0.804,-,-,-,-,-,#DIV/0!,13007,0.12,-,-
Virginia,1982,5492956,5807901164,975727,0.216,1.05,5952,69898,56038,103642,42891,0.41,0.9,17.4,30166,3.63,1.05,0.057,0.674,-,-,-,-,-,#DIV/0!,142619,0.15,-,-
Washington,1982,4276423,5307738851,739215,0.209,1.01,7180,84050,34056,155853,54352,0.35,1.13,21.7,30562,4.15,1.24,0.046,0.568,-,-,-,-,-,#DIV/0!,92808,0.12,-,-
West Virginia,1982,1949588,2304046427,375115,0.238,1.16,6142,66228,22159,103978,40084,0.39,0.84,16.9,22247,5.26,1.38,0.059,0.649,-,-,-,-,-,#DIV/0!,95237,0.23,-,-
Wisconsin,1982,4728852,5546684787,784830,0.199,0.97,7067,83773,45047,123131,49743,0.4,1.04,17.4,27620,4.21,1.32,0.057,0.684,-,-,-,-,-,#DIV/0!,82501,0.09,-,-
Wyoming,1982,506386,919451431,101665,0.251,1.22,9044,90832,6759,136034,54820,0.4,1.14,15,31241,5.65,1.41,0.066,0.764,-,-,-,-,-,#DIV/0!,5590,0.07,-,-
Alabama,1983,3933952,3138704988,721901,0.184,0.91,4348,60172,35875,87490,39457,0.45,0.81,20.1,23047,3.63,1.24,0.05,0.613,-,-,-,-,-,#DIV/0!,235914,0.31,-,-
Alaska,1983,488414,1555906076,98206,0.201,1,15843,168663,6259,248587,84364,0.34,1.72,15.7,44869,7.52,2.34,0.064,0.712,-,-,-,-,-,#DIV/0!,9433,0.11,-,-
Arizona,1983,2968969,2980844399,506682,0.206,1.02,5883,72974,26268,113478,48293,0.43,0.99,19.3,27595,3.84,1.17,0.052,0.613,-,-,-,-,-,#DIV/0!,96626,0.19,-,-
Arkansas,1983,2305675,2030242857,432120,0.231,1.14,4698,55276,23696,85679,37776,0.44,0.77,18.2,22300,4.14,1.12,0.055,0.642,-,-,-,-,-,#DIV/0!,131054,0.32,-,-
California,1983,25360789,27287514727,4089017,0.192,0.95,6673,88027,174290,156564,55436,0.35,1.13,23.5,34003,3.3,1.07,0.043,0.593,-,-,-,-,-,#DIV/0!,878270,0.2,-,-
Colorado,1983,3133641,3813454969,542196,0.209,1.04,7033,83803,28417,134196,51939,0.39,1.06,19.1,32074,4,1.2,0.052,0.656,-,-,-,-,-,#DIV/0!,96436,0.17,-,-
Connecticut,1983,3162308,4086693197,477585,0.178,0.88,8557,93156,32317,126456,50491,0.4,1.03,14.8,36880,3.65,1.29,0.068,0.768,-,-,-,-,-,#DIV/0!,70764,0.14,-,-
Delaware,1983,605441,727508746,91406,0.178,0.88,7959,94307,5429,134004,46713,0.35,0.95,16.8,31538,3.97,1.4,0.059,0.682,-,-,-,-,-,#DIV/0!,16659,0.15,-,-
District of Columbia,1983,632432,833913866,88843,0.163,0.81,9386,108334,5569,149742,63969,0.43,1.31,16,36897,3.82,1.46,0.063,0.679,-,-,-,-,-,#DIV/0!,28446,0.34,-,-
Florida,1983,10749885,9148089921,1495543,0.162,0.8,6117,73088,85028,107589,43507,0.4,0.89,17.6,30295,3,1.16,0.057,0.624,-,-,-,-,-,#DIV/0!,376220,0.24,-,-
Georgia,1983,5728377,5171603873,1050859,0.225,1.11,4921,60456,56555,91444,41572,0.45,0.85,18.6,25761,3.7,1.03,0.054,0.611,-,-,-,-,-,#DIV/0!,286629,0.27,-,-
Hawaii,1983,1012683,1124775800,162241,0.191,0.95,6933,85768,7007,160522,54351,0.34,1.11,23.2,33307,3.56,1.17,0.043,0.578,-,-,-,-,-,#DIV/0!,30381,0.17,-,-
Idaho,1983,981895,937982042,206352,0.266,1.32,4546,60061,9847,95256,40133,0.42,0.82,21,24682,4.12,0.97,0.048,0.603,-,-,-,-,-,#DIV/0!,33316,0.17,-,-
Illinois,1983,11408790,11982605651,1853316,0.194,0.96,6465,85312,102130,117327,53981,0.46,1.1,18.1,31424,3.48,1.12,0.055,0.665,-,-,-,-,-,#DIV/0!,346987,0.17,-,-
Indiana,1983,5450339,5471006888,984384,0.22,1.09,5558,66899,50509,108317,48061,0.44,0.98,19.5,26115,3.99,1.13,0.051,0.607,-,-,-,-,-,#DIV/0!,178906,0.18,-,-
Iowa,1983,2870471,3442883010,497287,0.21,1.04,6923,84376,31779,108338,44962,0.42,0.92,15.6,27149,4.63,1.38,0.064,0.739,-,-,-,-,-,#DIV/0!,97730,0.21,-,-
Kansas,1983,2415577,2717904456,405222,0.202,1,6707,76639,26096,104150,43315,0.42,0.88,15.5,29601,4.01,1.25,0.064,0.756,-,-,-,-,-,#DIV/0!,62004,0.15,-,-
Kentucky,1983,3694589,3042791400,647414,0.212,1.05,4700,56900,32458,93745,43870,0.47,0.9,19.9,23186,3.72,1.09,0.05,0.609,-,-,-,-,-,#DIV/0!,168456,0.24,-,-
Louisiana,1983,4395274,4383723315,800193,0.223,1.1,5478,68906,42200,103880,41059,0.4,0.84,19,25456,4.08,1.15,0.053,0.66,-,-,-,-,-,#DIV/0!,252332,0.3,-,-
Maine,1983,1144747,1214202121,209753,0.224,1.11,5789,65873,13492,89994,38667,0.43,0.79,15.5,25118,4.48,1.25,0.064,0.686,-,-,-,-,-,#DIV/0!,44515,0.18,-,-
Maryland,1983,4313390,5219228102,683491,0.188,0.93,7636,89961,37275,140020,53265,0.38,1.09,18.3,34044,3.77,1.25,0.055,0.658,-,-,-,-,-,#DIV/0!,123263,0.17,-,-
Massachusetts,1983,5799590,6512782965,878844,0.179,0.89,7411,95034,56873,114514,51230,0.45,1.05,15.5,32901,3.58,1.26,0.065,0.758,-,-,-,-,-,#DIV/0!,146895,0.15,-,-
Michigan,1983,9047704,12103414438,1635963,0.221,1.09,7398,94327,79982,151327,60481,0.4,1.24,20.5,28553,4.85,1.37,0.049,0.581,-,-,-,-,-,#DIV/0!,417900,0.23,-,-
Minnesota,1983,4141433,5063533680,705236,0.205,1.02,7180,90297,39392,128542,54336,0.42,1.11,17.9,29417,4.3,1.31,0.056,0.691,-,-,-,-,-,#DIV/0!,118384,0.15,-,-
Mississippi,1983,2567768,2207974215,467744,0.223,1.1,4720,56066,24955,88478,35284,0.4,0.72,18.7,20338,4.47,1.25,0.053,0.641,-,-,-,-,-,#DIV/0!,141953,0.31,-,-
Missouri,1983,4943745,4416456265,795453,0.192,0.95,5552,67041,46761,94447,42998,0.46,0.88,17,27759,3.37,1.1,0.059,0.678,-,-,-,-,-,#DIV/0!,138509,0.17,-,-
Montana,1983,814027,1128676699,153646,0.233,1.15,7346,84889,9479,119071,46169,0.39,0.94,16.2,26118,5.58,1.5,0.062,0.731,-,-,-,-,-,#DIV/0!,27816,0.19,-,-
Nebraska,1983,1584328,1827342160,266998,0.203,1,6844,80082,17548,104134,41918,0.4,0.86,15.2,28217,4.37,1.35,0.066,0.759,-,-,-,-,-,#DIV/0!,49527,0.17,-,-
Nevada,1983,901981,840852793,150442,0.2,0.99,5589,72194,7366,114153,49895,0.44,1.02,20.4,32070,3.05,0.95,0.049,0.574,-,-,-,-,-,#DIV/0!,14842,0.1,-,-
New Hampshire,1983,958102,969130814,159030,0.199,0.99,6094,70394,9821,98679,38774,0.39,0.79,16.2,31040,3.46,1.09,0.062,0.701,-,-,-,-,-,#DIV/0!,23432,0.12,-,-
New Jersey,1983,7468024,10485206325,1147841,0.182,0.9,9135,106640,73593,142476,51912,0.36,1.06,15.6,35534,4.16,1.43,0.064,0.75,-,-,-,-,-,#DIV/0!,250354,0.19,-,-
New Mexico,1983,1394340,1621571965,269711,0.24,1.19,6012,71164,14532,111586,45903,0.41,0.94,18.6,24886,4.96,1.29,0.054,0.63,-,-,-,-,-,#DIV/0!,81037,0.29,-,-
New York,1983,17686774,26694281409,2674818,0.178,0.88,9980,120959,158440,168482,60961,0.36,1.25,16.9,33305,4.71,1.65,0.059,0.703,-,-,-,-,-,#DIV/0!,689567,0.22,-,-
North Carolina,1983,6077099,5288473560,1089606,0.218,1.08,4854,63033,55126,95934,40860,0.43,0.83,19.8,24748,3.69,1.06,0.051,0.604,-,-,-,-,-,#DIV/0!,265697,0.24,-,-
North Dakota,1983,676705,759419272,117213,0.209,1.04,6479,76043,7067,107460,42978,0.4,0.88,16.6,27262,4.37,1.31,0.06,0.759,-,-,-,-,-,#DIV/0!,19294,0.15,-,-
Ohio,1983,10737302,11350037516,1827300,0.205,1.02,6211,72367,96927,117099,47508,0.41,0.97,18.9,28100,3.86,1.18,0.053,0.619,-,-,-,-,-,#DIV/0!,357237,0.18,-,-
Oklahoma,1983,3290398,3553600242,591389,0.219,1.09,6009,68920,34999,101534,41572,0.41,0.85,16.9,27630,4.09,1.17,0.059,0.683,-,-,-,-,-,#DIV/0!,86224,0.16,-,-
Oregon,1983,2653102,3316640828,447109,0.203,1,7418,93404,24409,135878,51669,0.38,1.06,18.3,27788,4.7,1.45,0.055,0.651,-,-,-,-,-,#DIV/0!,91377,0.22,-,-
Pennsylvania,1983,11837990,13130687977,1737952,0.172,0.85,7555,91216,102207,128472,50661,0.39,1.04,17,29035,3.97,1.44,0.059,0.693,-,-,-,-,-,#DIV/0!,400524,0.21,-,-
Rhode Island,1983,956419,1092809098,136412,0.166,0.82,8011,89956,8848,123509,56538,0.46,1.16,15.4,29467,4.1,1.54,0.065,0.731,-,-,-,-,-,#DIV/0!,24080,0.15,-,-
South Carolina,1983,3234125,2954418951,604553,0.23,1.14,4887,59705,32323,91403,38792,0.42,0.79,18.7,23346,4.15,1.13,0.053,0.623,-,-,-,-,-,#DIV/0!,167297,0.26,-,-
South Dakota,1983,692992,706986330,123060,0.216,1.07,5745,69154,8355,84618,36774,0.43,0.75,14.7,24725,4.41,1.28,0.068,0.748,-,-,-,-,-,#DIV/0!,25556,0.2,-,-
Tennessee,1983,4659882,3656299957,822057,0.214,1.06,4448,58224,39409,92778,39965,0.43,0.82,20.9,24089,3.39,0.99,0.048,0.593,-,-,-,-,-,#DIV/0!,271656,0.34,-,-
Texas,1983,15751934,17173808398,2989796,0.234,1.16,5744,66617,170439,100762,45008,0.45,0.92,17.5,29115,3.93,1.05,0.057,0.669,-,-,-,-,-,#DIV/0!,675081,0.24,-,-
Utah,1983,1594888,1642386499,378208,0.311,1.54,4343,60271,15245,107733,44645,0.41,0.91,24.8,23399,4.36,0.88,0.04,0.528,-,-,-,-,-,#DIV/0!,58543,0.16,-,-
Vermont,1983,523283,652110833,90416,0.209,1.04,7212,81555,6242,104471,39287,0.38,0.8,14.5,25995,5.07,1.52,0.069,0.818,-,-,-,-,-,#DIV/0!,14765,0.15,-,-
Virginia,1983,5564832,5806419070,966110,0.21,1.04,6010,71506,56388,102973,43906,0.43,0.9,17.1,31214,3.57,1.06,0.058,0.688,-,-,-,-,-,#DIV/0!,167696,0.18,-,-
Washington,1983,4300183,5334167563,736239,0.207,1.02,7245,86143,34757,153470,54369,0.35,1.11,21.2,31364,4.2,1.27,0.047,0.575,-,-,-,-,-,#DIV/0!,133460,0.17,-,-
West Virginia,1983,1945130,2221292550,371251,0.236,1.17,5983,68199,22503,98711,39026,0.4,0.8,16.5,22182,5.31,1.41,0.061,0.668,-,-,-,-,-,#DIV/0!,133878,0.35,-,-
Wisconsin,1983,4721338,5518044634,774646,0.196,0.97,7123,85621,45311,121782,50902,0.42,1.04,17.1,28215,4.32,1.38,0.058,0.698,-,-,-,-,-,#DIV/0!,105200,0.11,-,-
Wyoming,1983,510331,953318239,99254,0.241,1.2,9605,95223,7028,135646,56226,0.41,1.15,14.1,29708,6.54,1.7,0.071,0.783,-,-,-,-,-,#DIV/0!,7756,0.1,-,-
Alabama,1984,3951640,3484933950,712586,0.18,0.9,4891,61575,36647,95095,43581,0.46,0.86,19.4,24196,3.74,1.3,0.051,0.624,-,-,-,-,-,#DIV/0!,223766,0.31,-,-
Alaska,1984,513691,1653832986,104599,0.204,1.02,15811,175852,6127,269925,82591,0.31,1.63,17.1,43485,7.58,2.33,0.059,0.722,-,-,-,-,-,#DIV/0!,11155,0.12,-,-
Arizona,1984,3067072,3147554799,530062,0.209,1.05,5938,74418,26900,117009,50206,0.43,0.99,19.7,29022,3.66,1.1,0.051,0.623,-,-,-,-,-,#DIV/0!,126677,0.27,-,-
Arkansas,1984,2319805,2202316169,432668,0.229,1.15,5090,57040,23985,91821,40148,0.44,0.79,18,23652,4.13,1.13,0.055,0.653,-,-,-,-,-,#DIV/0!,100001,0.24,-,-
California,1984,25844792,29524439217,4151110,0.191,0.96,7112,89713,178310,165579,58860,0.36,1.16,23.3,35571,3.28,1.07,0.043,0.592,-,-,-,-,-,#DIV/0!,939798,0.22,-,-
Colorado,1984,3169901,4092173487,545427,0.208,1.04,7503,86521,28824,141971,52512,0.37,1.04,18.9,33175,4.02,1.21,0.053,0.665,-,-,-,-,-,#DIV/0!,80032,0.16,-,-
Connecticut,1984,3180091,4639254684,468145,0.173,0.87,9910,97021,32618,142230,52543,0.37,1.04,14.4,39386,3.81,1.38,0.07,0.787,-,-,-,-,-,#DIV/0!,76460,0.15,-,-
Delaware,1984,611556,773701269,91767,0.177,0.89,8431,97097,5577,138731,49227,0.35,0.97,16.5,32982,3.92,1.39,0.061,0.697,-,-,-,-,-,#DIV/0!,9355,0.09,-,-
District of Columbia,1984,633383,849774340,87397,0.16,0.8,9723,111610,5889,144299,68092,0.47,1.34,14.8,38581,3.61,1.41,0.067,0.701,-,-,-,-,-,#DIV/0!,23880,0.31,-,-
Florida,1984,11039922,10052826197,1524107,0.16,0.8,6596,75218,86264,116536,44743,0.38,0.88,17.7,31470,3.03,1.18,0.057,0.638,-,-,-,-,-,#DIV/0!,396234,0.23,-,-
Georgia,1984,5834745,5760587127,1062315,0.223,1.12,5423,62234,56294,102330,44258,0.43,0.87,18.9,27467,3.71,1.04,0.053,0.624,-,-,-,-,-,#DIV/0!,247049,0.25,-,-
Hawaii,1984,1027897,1142820068,163860,0.19,0.95,6974,87362,7078,161461,52886,0.33,1.04,23.2,33713,3.4,1.12,0.043,0.576,-,-,-,-,-,#DIV/0!,31030,0.17,-,-
Idaho,1984,990852,1024177009,208080,0.266,1.33,4922,61260,10147,100934,43019,0.43,0.85,20.5,25078,4.29,1.01,0.049,0.608,-,-,-,-,-,#DIV/0!,48567,0.23,-,-
Illinois,1984,11411748,12403969745,1834355,0.192,0.96,6762,86651,102013,121592,54709,0.45,1.08,18,33163,3.36,1.1,0.056,0.675,-,-,-,-,-,#DIV/0!,407457,0.2,-,-
Indiana,1984,5458416,5906023452,972659,0.217,1.09,6072,68488,51308,115109,49074,0.43,0.97,19,27757,3.98,1.15,0.053,0.617,-,-,-,-,-,#DIV/0!,227985,0.23,-,-
Iowa,1984,2858611,3504250688,491011,0.207,1.04,7137,86178,31882,109913,44954,0.41,0.89,15.4,29023,4.37,1.32,0.065,0.754,-,-,-,-,-,#DIV/0!,115614,0.24,-,-
Kansas,1984,2424049,2881670358,405347,0.201,1.01,7109,79268,26331,109440,45355,0.41,0.89,15.4,30968,3.98,1.24,0.065,0.772,-,-,-,-,-,#DIV/0!,71686,0.17,-,-
Kentucky,1984,3695584,3033376188,644421,0.211,1.06,4707,58062,32850,92340,43442,0.47,0.86,19.6,24802,3.4,1.01,0.051,0.617,-,-,-,-,-,#DIV/0!,170837,0.23,-,-
Louisiana,1984,4400641,4800658314,800941,0.223,1.12,5994,70444,42180,113814,41853,0.37,0.83,19,25939,4.29,1.21,0.053,0.669,-,-,-,-,-,#DIV/0!,206745,0.26,-,-
Maine,1984,1155617,1312585230,207537,0.219,1.1,6325,67815,13261,98981,39362,0.4,0.78,15.7,26462,4.46,1.27,0.064,0.703,-,-,-,-,-,#DIV/0!,37623,0.16,-,-
Maryland,1984,4365128,5359903930,673840,0.183,0.92,7954,92389,38030,140939,55534,0.39,1.1,17.7,35758,3.57,1.22,0.056,0.669,-,-,-,-,-,#DIV/0!,92223,0.14,-,-
Massachusetts,1984,5840674,6877367497,859391,0.173,0.87,8003,97700,56504,121715,52865,0.43,1.04,15.2,35328,3.44,1.25,0.066,0.778,-,-,-,-,-,#DIV/0!,111465,0.11,-,-
Michigan,1984,9049742,12563772044,1609448,0.216,1.08,7806,96384,81185,154755,61072,0.39,1.21,19.8,30264,4.66,1.35,0.05,0.59,-,-,-,-,-,#DIV/0!,387356,0.23,-,-
Minnesota,1984,4157795,5392324854,701697,0.203,1.02,7685,92075,40108,134445,54651,0.41,1.08,17.5,31864,4.15,1.28,0.057,0.7,-,-,-,-,-,#DIV/0!,108836,0.15,-,-
Mississippi,1984,2578035,2242564119,466058,0.221,1.11,4812,57435,25388,88332,34193,0.39,0.67,18.4,21215,4.23,1.2,0.054,0.652,-,-,-,-,-,#DIV/0!,156743,0.35,-,-
Missouri,1984,4975153,4614590685,793793,0.19,0.95,5813,68581,47366,97424,43919,0.45,0.87,16.8,29317,3.25,1.07,0.06,0.695,-,-,-,-,-,#DIV/0!,166563,0.2,-,-
Montana,1984,820931,1179081120,154412,0.232,1.16,7636,87948,9597,122859,46609,0.38,0.92,16.1,26256,5.64,1.52,0.062,0.746,-,-,-,-,-,#DIV/0!,25380,0.17,-,-
Nebraska,1984,1588660,1905866245,265599,0.201,1.01,7176,82410,17656,107944,42622,0.39,0.84,15,29956,4.2,1.31,0.066,0.775,-,-,-,-,-,#DIV/0!,43100,0.15,-,-
Nevada,1984,924949,870225810,151633,0.196,0.98,5739,73151,7496,116092,48359,0.42,0.95,20.2,32711,2.96,0.95,0.049,0.583,-,-,-,-,-,#DIV/0!,18709,0.14,-,-
New Hampshire,1984,976868,1036486007,158614,0.194,0.97,6535,72472,10065,102979,39892,0.39,0.79,15.8,33015,3.35,1.08,0.063,0.719,-,-,-,-,-,#DIV/0!,16436,0.1,-,-
New Jersey,1984,7515303,10290432144,1129223,0.177,0.89,9113,109225,73774,139486,53320,0.38,1.05,15.3,37491,3.79,1.34,0.065,0.764,-,-,-,-,-,#DIV/0!,219020,0.17,-,-
New Mexico,1984,1416689,1718401010,272478,0.238,1.19,6307,73236,14538,118201,46837,0.4,0.92,18.7,25667,4.93,1.3,0.053,0.64,-,-,-,-,-,#DIV/0!,80869,0.28,-,-
New York,1984,17745191,27779696206,2645811,0.175,0.88,10500,123297,163044,170382,60585,0.36,1.2,16.2,35255,4.54,1.62,0.062,0.714,-,-,-,-,-,#DIV/0!,673123,0.23,-,-
North Carolina,1984,6164259,5859367989,1088724,0.215,1.08,5382,64585,56084,104475,44692,0.43,0.88,19.4,26448,3.69,1.08,0.052,0.613,-,-,-,-,-,#DIV/0!,187220,0.18,-,-
North Dakota,1984,680518,800317096,118711,0.211,1.06,6742,78298,7794,102684,43141,0.42,0.85,15.2,27982,4.38,1.3,0.066,0.773,-,-,-,-,-,#DIV/0!,23624,0.19,-,-
Ohio,1984,10737878,12057431682,1805440,0.202,1.01,6678,74620,98061,122958,49128,0.4,0.97,18.4,29747,3.81,1.18,0.054,0.632,-,-,-,-,-,#DIV/0!,333412,0.17,-,-
Oklahoma,1984,3285474,3451222760,589690,0.219,1.1,5853,70979,34894,98906,40841,0.41,0.81,16.9,28447,3.8,1.09,0.059,0.699,-,-,-,-,-,#DIV/0!,145405,0.25,-,-
Oregon,1984,2666505,3417870829,446884,0.201,1.01,7648,95301,24444,139825,52349,0.37,1.03,18.3,28771,4.57,1.42,0.055,0.658,-,-,-,-,-,#DIV/0!,96601,0.21,-,-
Pennsylvania,1984,11815262,14590224413,1701880,0.168,0.84,8573,94196,101484,143769,51950,0.36,1.03,16.8,30113,4.19,1.56,0.06,0.707,-,-,-,-,-,#DIV/0!,418442,0.21,-,-
Rhode Island,1984,961919,1151871640,134610,0.163,0.82,8557,93161,8752,131612,59468,0.45,1.17,15.4,30956,4.01,1.54,0.065,0.748,-,-,-,-,-,#DIV/0!,30752,0.19,-,-
South Carolina,1984,3271809,3409787504,602718,0.226,1.13,5657,61688,33764,100989,43255,0.43,0.85,17.9,24646,4.36,1.21,0.056,0.639,-,-,-,-,-,#DIV/0!,163522,0.28,-,-
South Dakota,1984,697242,742176302,123314,0.215,1.08,6019,70787,8579,86511,37322,0.43,0.74,14.4,26660,4.18,1.22,0.07,0.767,-,-,-,-,-,#DIV/0!,26118,0.2,-,-
Tennessee,1984,4686764,4021973423,817212,0.211,1.06,4922,59584,39636,101473,43966,0.43,0.87,20.6,25549,3.43,1.02,0.049,0.601,-,-,-,-,-,#DIV/0!,227428,0.28,-,-
Texas,1984,16007529,19707707451,3040305,0.234,1.18,6482,69175,172865,114006,49957,0.44,0.99,17.6,30111,4.2,1.12,0.057,0.682,-,-,-,-,-,#DIV/0!,624636,0.21,-,-
Utah,1984,1622329,1782749974,390141,0.317,1.59,4570,60922,15821,112683,45460,0.4,0.9,24.7,24322,4.41,0.87,0.041,0.529,-,-,-,-,-,#DIV/0!,64151,0.18,-,-
Vermont,1984,526664,685715699,90089,0.206,1.03,7612,83685,6327,108379,40798,0.38,0.81,14.2,27325,4.96,1.5,0.07,0.829,-,-,-,-,-,#DIV/0!,22323,0.22,-,-
Virginia,1984,5643940,6233448504,965222,0.206,1.03,6458,73391,57498,108412,45679,0.42,0.9,16.8,32832,3.53,1.07,0.06,0.702,-,-,-,-,-,#DIV/0!,130876,0.14,-,-
Washington,1984,4343700,5620993141,741177,0.206,1.03,7584,88386,35706,157424,54769,0.35,1.08,20.8,31946,4.23,1.29,0.048,0.581,-,-,-,-,-,#DIV/0!,129666,0.16,-,-
West Virginia,1984,1927672,2388883256,362941,0.232,1.16,6582,70480,22732,105089,42010,0.4,0.83,16,23074,5.46,1.47,0.063,0.688,-,-,-,-,-,#DIV/0!,97428,0.29,-,-
Wisconsin,1984,4735635,5817647955,767542,0.193,0.97,7580,87821,47082,123564,52777,0.43,1.04,16.3,29661,4.28,1.38,0.061,0.715,-,-,-,-,-,#DIV/0!,117415,0.13,-,-
Wyoming,1984,504879,994257753,101261,0.251,1.26,9819,99465,7191,138264,56687,0.41,1.12,14.1,30024,6.7,1.67,0.071,0.8,-,-,-,-,-,#DIV/0!,14094,0.17,-,-
Alabama,1985,3972485,3701734913,730460,0.184,0.93,5068,63035,36138,102433,48194,0.47,0.92,20.2,25037,3.85,1.31,0.049,0.63,-,-,-,-,-,#DIV/0!,173159,0.25,-,-
