State,Year,Teachers,Students
Kansas,2007,35359,452614
Kentucky,2007,43536,647973
Louisiana,2007,48610,654407
Maine,2007,16558,193610
Maryland,2007,59320,818521
Massachusetts,2007,70719,936455
Michigan,2007,96204,1645765
Minnesota,2007,52975,824783
Mississippi,2007,33560,482639
Missouri,2007,68430,894497
Montana,2007,10519,142214
Nebraska,2007,21930,281153
Nevada,2007,23423,425310
New Hampshire,2007,15484,198158
New Jersey,2007,111500,1297150
New Mexico,2007,22300,323662
New York,2007,211854,2608273
North Carolina,2007,106562,1472565
North Dakota,2007,8068,94150
Ohio,2007,109766,1794369
Oklahoma,2007,46709,603211
Oregon,2007,30013,563392
Pennsylvania,2007,135234,1787687
Rhode Island,2007,11271,145859
South Carolina,2007,47368,689505
South Dakota,2007,9416,120271
Tennessee,2007,64659,936839
Texas,2007,321929,4457081
Utah,2007,24336,566757
Vermont,2007,8749,89482
Virginia,2007,71861,1202173
Washington,2007,53960,1020235
West Virginia,2007,20306,270288
Wisconsin,2007,58914,836860
Wyoming,2007,6915,86009
Alabama,2008,47818,739198
Alaska,2008,7927,128757
Arizona,2008,54696,1070816
Arkansas,2008,37162,465146
California,2008,303647,6245031
Colorado,2008,48692,790163
Connecticut,2008,48463,552246
Delaware,2008,8322,124692
District of Columbia,2008,5321,61203
Florida,2008,186361,2582787
Georgia,2008,118839,1615066
Hawaii,2008,11295,177689
Idaho,2008,15148,272254
Illinois,2008,135704,2026925
Indiana,2008,62668,1034660
Iowa,2008,35961,470537
Kansas,2008,35883,453608
Kentucky,2008,43451,651109
Louisiana,2008,49377,656309
Maine,2008,15912,190042
Maryland,2008,58940,817040
Massachusetts,2008,70398,931391
Michigan,2008,94754,1612425
Minnesota,2008,53083,822526
Mississippi,2008,33358,481012
Missouri,2008,68015,892436
Montana,2008,10467,140936
Nebraska,2008,22057,281544
Nevada,2008,21993,429690
New Hampshire,2008,15661,195100
New Jersey,2008,114713,1298558
New Mexico,2008,22825,323880
New York,2008,217944,2579161
North Carolina,2008,109634,1463967
North Dakota,2008,8181,93466
Ohio,2008,112845,1779290
Oklahoma,2008,46571,605733
Oregon,2008,30152,563538
Pennsylvania,2008,129708,1758949
Rhode Island,2008,11316,143357
South Carolina,2008,49941,694737
South Dakota,2008,9244,123803
Tennessee,2008,64926,955086
Texas,2008,327905,4527389
Utah,2008,23657,550298
Vermont,2008,8766,88927
Virginia,2008,71415,1205808
Washington,2008,54428,1026023
West Virginia,2008,20209,269579
Wisconsin,2008,59401,830589
Wyoming,2008,7000,86709
Alabama,2009,47492,741115
Alaska,2009,8083,129186
Arizona,2009,51947,1068485
Arkansas,2009,37240,466584
California,2009,316299,6185288
Colorado,2009,49060,802667
Connecticut,2009,43593,548279
Delaware,2009,8640,126046
District of Columbia,2009,5854,60485
Florida,2009,183827,2583027
Georgia,2009,115918,1625745
Hawaii,2009,11472,178461
Idaho,2009,15201,273653
Illinois,2009,138483,2019448
Indiana,2009,62258,1034217
Iowa,2009,35842,470038
Kansas,2009,34700,459548
Kentucky,2009,41981,651808
Louisiana,2009,49646,661468
Maine,2009,16331,185442
Maryland,2009,58463,819786
Massachusetts,2009,69909,928360
Michigan,2009,92691,1604301
Minnesota,2009,52839,823120
Mississippi,2009,33103,480860
Missouri,2009,67796,892398
Montana,2009,10521,140598
Nebraska,2009,22256,283414
Nevada,2009,22104,424516
New Hampshire,2009,15491,194153
New Jersey,2009,115248,1310848
New Mexico,2009,22724,327013
New York,2009,214804,2598950
North Carolina,2009,105036,1456171
North Dakota,2009,8366,93788
Ohio,2009,111378,1734968
Oklahoma,2009,42615,613334
Oregon,2009,28768,561696
Pennsylvania,2009,130984,1768263
Rhode Island,2009,11366,143009
South Carolina,2009,46980,698718
South Dakota,2009,9326,122346
Tennessee,2009,65361,956043
Texas,2009,333164,4611180
Utah,2009,25615,563361
Vermont,2009,8734,86614
Virginia,2009,70827,1214740
Washington,2009,53448,1024310
West Virginia,2009,20299,268768
Wisconsin,2009,58426,825382
Wyoming,2009,7166,87621
Alabama,2010,49363,747373
Alaska,2010,8171,129114
Arizona,2010,50031,1063047
Arkansas,2010,34273,467537
California,2010,260806,6211534
Colorado,2010,48543,812723
Connecticut,2010,42951,544625
Delaware,2010,8933,127777
District of Columbia,2010,5925,61438
Florida,2010,175609,2590568
Georgia,2010,112460,1634251
Hawaii,2010,11396,177993
Idaho,2010,15673,274038
Illinois,2010,132983,2013394
Indiana,2010,58121,1035580
Iowa,2010,34642,468564
Kansas,2010,34644,461778
Kentucky,2010,42042,648408
Louisiana,2010,48655,666901
Maine,2010,15384,184830
Maryland,2010,58428,822834
Massachusetts,2010,68754,926940
Michigan,2010,88615,1550934
Minnesota,2010,52672,823632
Mississippi,2010,32255,478922
Missouri,2010,66735,890215
Montana,2010,10361,140342
Nebraska,2010,22345,285844
Nevada,2010,21839,432058
New Hampshire,2010,15365,191614
New Jersey,2010,110202,1292124
New Mexico,2010,22437,330142
New York,2010,211606,2656202
North Carolina,2010,98357,1466305
North Dakota,2010,8417,94794
Ohio,2010,109282,1724144
Oklahoma,2010,41278,617425
Oregon,2010,28109,561328
Pennsylvania,2010,129911,1774800
Rhode Island,2010,11212,141739
South Carolina,2010,45210,701650
South Dakota,2010,9512,124154
Tennessee,2010,66558,958635
Texas,2010,334997,4686593
Utah,2010,25677,575176
Vermont,2010,8382,86180
Virginia,2010,70947,1220619
Washington,2010,53934,1031732
West Virginia,2010,20338,268219
Wisconsin,2010,57625,822086
Wyoming,2010,7127,88427
Alabama,2011,47723,736339
Alaska,2011,8088,128412
Arizona,2011,50800,1071238
Arkansas,2011,33983,468190
California,2011,268689,6207847
Colorado,2011,48078,823174
Connecticut,2011,43805,538415
Delaware,2011,8587,127544
District of Columbia,2011,6278,61878
Florida,2011,175006,2613218
Georgia,2011,111133,1639663
Hawaii,2011,11458,180990
Idaho,2011,15990,278535
Illinois,2011,131777,2002374
Indiana,2011,62339,1031225
Iowa,2011,34658,468940
Kansas,2011,37407,462367
Kentucky,2011,41860,653395
Louisiana,2011,48657,673968
Maine,2011,14888,183921
Maryland,2011,57589,825236
Massachusetts,2011,69342,924254
Michigan,2011,86997,1528480
Minnesota,2011,52832,825170
Mississippi,2011,32007,478278
Missouri,2011,66252,886653
Montana,2011,10153,140874
Nebraska,2011,22182,288389
Nevada,2011,21132,434561
New Hampshire,2011,15049,188672
New Jersey,2011,109719,1268195
New Mexico,2011,21957,329573
New York,2011,209527,2624977
North Carolina,2011,97308,1474261
North Dakota,2011,8525,95940
Ohio,2011,107972,1711015
Oklahoma,2011,41349,621999
Oregon,2011,26791,560946
Pennsylvania,2011,124646,1755740
Rhode Island,2011,11414,140875
South Carolina,2011,46782,703635
South Dakota,2011,9247,125020
Tennessee,2011,66382,971711
Texas,2011,324282,4750946
Utah,2011,25970,586860
Vermont,2011,8364,84349
Virginia,2011,90832,1226078
Washington,2011,53119,1033185
West Virginia,2011,20247,267590
Wisconsin,2011,56245,816667
Wyoming,2011,7847,89581
Alabama,2012,51877,735605
Alaska,2012,7682,128358
Arizona,2012,48866,1079881
Arkansas,2012,34131,471532
California,2012,266255,6218252
Colorado,2012,48922,833186
Connecticut,2012,43931,534561
Delaware,2012,9257,127735
District of Columbia,2012,5925,63934
Florida,2012,176537,2637038
Georgia,2012,109365,1658080
Hawaii,2012,11608,183028
Idaho,2012,14563,282151
Illinois,2012,135701,1991405
Indiana,2012,59863,1032255
Iowa,2012,35080,472096
Kansas,2012,41243,465031
Kentucky,2012,42769,657920
Louisiana,2012,46493,681477
Maine,2012,15222,180849
Maryland,2012,57718,829967
Massachusetts,2012,70636,925452
Michigan,2012,86154,1514995
Minnesota,2012,53585,830709
Mississippi,2012,32613,481028
Missouri,2012,66248,888216
Montana,2012,10200,141587
Nebraska,2012,22103,289674
Nevada,2012,20695,440391
New Hampshire,2012,14925,185714
New Jersey,2012,110929,1283873
New Mexico,2012,22201,330711
New York,2012,207060,2630183
North Carolina,2012,98590,1488136
North Dakota,2012,8677,99263
Ohio,2012,106000,1702358
Oklahoma,2012,41775,629397
Oregon,2012,26410,563714
Pennsylvania,2012,123147,1750491
Rhode Island,2012,9871,140413
South Carolina,2012,48072,712212
South Dakota,2012,9334,127354
Tennessee,2012,66406,966400
Texas,2012,327357,4826748
Utah,2012,26610,600950
Vermont,2012,8403,83919
Virginia,2012,89389,1232567
Washington,2012,53699,1039228
West Virginia,2012,20101,267263
Wisconsin,2012,57551,817428
Wyoming,2012,7350,90993
